MAL_ID,Name,Genres,Type,Rating,Popularity
22653,Kero Kero Keroppi no Mitsubachi Daisoudou,"Fantasy, Kids",OVA,G - All Ages,15210
22655,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,Hentai,OVA,Rx - Hentai,6729
22657,Shin Seikimatsu: Yatsuto no Souguu,"Comedy, Sci-Fi",ONA,PG - Children,14757
22661,One Piece: Cry Heart,"Fantasy, Shounen",Special,PG-13 - Teens 13 or older,5880
22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,R - 17+ (violence & profanity),615
22669,Gohan Kaijuu Pap,"Action, Comedy, Kids",TV,G - All Ages,13972
22671,Momoya x Peeping Life: Go en Desu yo! II,"Slice of Life, Comedy",ONA,PG - Children,12559
22673,Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,PG-13 - Teens 13 or older,2271
22675,Peeping Life: Gekijou Original-ban,"Comedy, Slice of Life",Movie,PG - Children,12998
22677,Appleseed Alpha,"Action, Adventure, Police, Mecha, Military, Sci-Fi, Seinen",Movie,R - 17+ (violence & profanity),4125
22683,Shiroishi no Yousei Pichi,"Fantasy, Historical, Kids",ONA,PG - Children,14448
22687,Terra Formars,"Action, Sci-Fi, Space, Horror, Drama, Seinen",TV,R - 17+ (violence & profanity),802
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,R - 17+ (violence & profanity),2872
22693,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo",TV,PG - Children,5384
22695,Dragon Ball Z: Summer Vacation Special,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,PG-13 - Teens 13 or older,4921
22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen",Special,PG-13 - Teens 13 or older,4513
22709,Zettai Zetsumei Dangerous Jiisan (2005),"Comedy, Kids",TV,PG - Children,14592
22711,Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,"Kids, Comedy",OVA,G - All Ages,15358
22729,Aldnoah.Zero,"Action, Military, Sci-Fi, Mecha",TV,R - 17+ (violence & profanity),299
22733,Dragon Collection,"Fantasy, Shounen",TV,PG-13 - Teens 13 or older,6783
22735,Oreca Battle,Game,TV,G - All Ages,8547
22745,Brothers Conflict: Setsubou,"Harem, Romance, Shoujo",Special,PG-13 - Teens 13 or older,3769
22755,Chikasugi Idol Akae-chan,"Comedy, Game, Parody",TV,PG-13 - Teens 13 or older,13750
22757,X Maiden,"Slice of Life, Comedy, School",ONA,PG-13 - Teens 13 or older,11177
22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,Comedy,OVA,PG-13 - Teens 13 or older,3200
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,"Drama, Mystery, Seinen, Supernatural",Special,R - 17+ (violence & profanity),2756
22777,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",TV,PG-13 - Teens 13 or older,1164
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,PG-13 - Teens 13 or older,6078
22789,Barakamon,"Comedy, Slice of Life",TV,PG-13 - Teens 13 or older,235
22791,Sora Iro Hana Iro,"Drama, Slice of Life",Movie,PG - Children,15376
22815,Yariman Fudousan,Hentai,OVA,Rx - Hentai,7709
22817,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen",TV,R - 17+ (violence & profanity),4186
22819,Aikatsu! Movie,"Slice of Life, Music, School, Shoujo",Movie,PG - Children,5979
22821,Himitsukessha Taka no Tsume EX,"Comedy, Parody, Super Power",TV,PG-13 - Teens 13 or older,12986
22827,Magical★Taruruuto-kun Movie,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,G - All Ages,13548
22831,Abarenbou Rikishi!! Matsutarou,"Sports, Seinen",TV,PG-13 - Teens 13 or older,5358
22835,Himegoto,"Slice of Life, Comedy, Ecchi, School",TV,PG-13 - Teens 13 or older,1448
22839,Cross Road,"Slice of Life, School",Special,G - All Ages,2097
22841,Okashina Hotel,Dementia,Special,G - All Ages,10506
22845,Suzu 3 Tarou,"Comedy, Kids",ONA,G - All Ages,16128
22847,Kara no Kyoukai: Mirai Fukuin - Manner Movie,Drama,Movie,G - All Ages,5371
22849,Nyamen,Comedy,TV,G - All Ages,10490
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"Sports, Comedy",Movie,G - All Ages,14854
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,PG-13 - Teens 13 or older,3112
22865,Rokujouma no Shinryakusha!? (TV),"Harem, Comedy, Supernatural, School",TV,PG-13 - Teens 13 or older,1000
22877,Seireitsukai no Blade Dance,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,PG-13 - Teens 13 or older,499
22887,Hyokkori Hyoutan Shima,"Adventure, Kids",Movie,G - All Ages,15157
22893,Mon Cheri CoCo,"Romance, Shoujo",TV,G - All Ages,11931
22901,Love es M The Animation,Hentai,OVA,Rx - Hentai,7656
22943,Mugen Senshi Valis,"Action, Adventure, Fantasy",Special,PG-13 - Teens 13 or older,11737
22953,Hana no Zundamaru: Junk,"Martial Arts, Comedy, Parody",ONA,G - All Ages,14362
22955,Francesca,"Fantasy, Comedy",TV,PG-13 - Teens 13 or older,5186
22959,Angel ga Tonda Hi,"Slice of Life, Comedy",Movie,G - All Ages,14648
22961,Date A Live II: Kurumi Star Festival,"Slice of Life, Romance",OVA,PG-13 - Teens 13 or older,1157
22973,Sangokushi,"Action, Historical",Special,PG-13 - Teens 13 or older,14186
22975,Kaibutsu-kun: Demon no Ken,"Comedy, Horror, Kids, Shounen",Movie,G - All Ages,13622
22977,Kaibutsu-kun: Kaibutsu Land e no Shoutai,"Comedy, Horror, Kids, Shounen",Movie,G - All Ages,14107
22979,Magical★Taruruuto-kun: Sukisuki Takoyaki!,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,G - All Ages,13716
22981,Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,G - All Ages,13665
22983,Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,PG - Children,11206
22985,Hipira-kun Special,"Comedy, Fantasy, Kids, Supernatural, Vampire",Special,PG - Children,11953
22991,Obake no Q-Tarou: Susume! 1/100 Daisakusen,"Comedy, Kids, School, Slice of Life, Supernatural",Movie,G - All Ages,15087
22993,Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,"Comedy, Kids, School, Slice of Life",Movie,G - All Ages,15106
22995,Shisei Sasshin,Slice of Life,Movie,G - All Ages,15707
22997,Shin Skyers 5,"Action, Sci-Fi",TV,G - All Ages,13713
22999,Nippon Tanjou,Historical,TV,G - All Ages,14229
23001,Manga Jinbutsushi,Historical,TV,G - All Ages,14032
23003,Tanoshii Bunmeishi: Tetsu Monogatari,"Historical, Slice of Life",Movie,G - All Ages,14278
23005,Mogura no Motoro,Slice of Life,Movie,G - All Ages,14237
23007,Ookami Shounen Ken (Movie),"Adventure, Kids",Movie,G - All Ages,14494
23009,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,"Adventure, Kids",Movie,G - All Ages,13963
23011,Otoko Doahou! Koushien,"Action, Sports",TV,G - All Ages,13281
23013,Norakuro,Comedy,TV,G - All Ages,13222
23015,Hazedon,"Kids, Adventure, Comedy",TV,PG - Children,14799
23023,Peaceful Times (F02) Petit Film,Music,Music,G - All Ages,7415
23029,Popful Mail,"Comedy, Fantasy, Music",Music,PG-13 - Teens 13 or older,12838
23031,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,"Drama, Slice of Life",Movie,G - All Ages,13294
23033,Furueru Kuchibiru,Hentai,OVA,Rx - Hentai,4634
23037,Bakumatsu Rock,"Action, Music, Comedy, Historical, Shoujo",TV,PG-13 - Teens 13 or older,3213
23043,Re Boot,"Drama, Music, School, Slice of Life",Music,G - All Ages,7776
23047,Tennen Koi-iro Alcohol,Hentai,OVA,Rx - Hentai,5624
23051,Ga no Iru Tokoro,Dementia,Movie,G - All Ages,10967
23053,Nisou no Kuzu,Psychological,Movie,G - All Ages,11606
23055,Kangaeru Renshuu,Dementia,Movie,G - All Ages,12301
23057,Yukidoke,"Dementia, Horror",Movie,PG-13 - Teens 13 or older,7817
23059,Shinsatsushitsu,"Dementia, Horror",Movie,PG-13 - Teens 13 or older,9842
23061,Heya/Keitai,"Fantasy, Music",Movie,G - All Ages,11327
23063,Usagi ga Kowai,"Game, Dementia, Horror",Movie,R - 17+ (violence & profanity),9755
23065,Kaidan,Supernatural,Movie,G - All Ages,11546
23067,Tenkai Knights,"Action, Sci-Fi, Adventure, Comedy, Super Power, Kids, Mecha, Shounen",TV,G - All Ages,7689
23079,Glasslip,"Romance, Slice of Life, Supernatural",TV,PG-13 - Teens 13 or older,1021
23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,"Kids, Fantasy, Magic, Shoujo",Movie,G - All Ages,8024
23085,Kikansha Sensei,"Comedy, School, Slice of Life",Movie,G - All Ages,14712
23089,Ponsuke no Haru,"Comedy, Kids",Movie,G - All Ages,12351
23097,Kousagi Monogatari,"Comedy, Kids",Movie,G - All Ages,14917
23099,Puchitto Gargantia: Marumaru no Gargantia,"Sci-Fi, Comedy, Mecha",Special,PG-13 - Teens 13 or older,7976
23101,Kuraibito,Hentai,OVA,Rx - Hentai,6377
23107,GO-GO Tamagotchi!,"Comedy, Fantasy, Kids",TV,G - All Ages,12278
23115,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,"Mystery, Comedy, Super Power",Special,PG-13 - Teens 13 or older,5628
23121,Jinsei,"Comedy, School, Slice of Life",TV,PG-13 - Teens 13 or older,1999
23125,Histoire d'Etty,"Kids, Slice of Life",Movie,G - All Ages,15651
23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,"Magic, Music, Shoujo",Music,G - All Ages,12424
23133,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,R - 17+ (violence & profanity),2221
23135,PriPara,"Music, Slice of Life, School, Shoujo",TV,PG - Children,4004
23137,Girls & Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,PG-13 - Teens 13 or older,6739
23149,47 Todoufuken R,"Comedy, Kids",TV,G - All Ages,12957
23151,Shounen Hollywood: Holly Stage for 49,"Music, Slice of Life, Shoujo",TV,PG-13 - Teens 13 or older,4272
23153,Hayate no Gotoku! OVA,"Romance, Comedy, Harem, Parody, Shounen",OVA,PG-13 - Teens 13 or older,4722
23157,Kaze no Invitation,"Magic, Music",Music,G - All Ages,12329
23171,Mahou Shoujo wa Kiss Shite Kawaru,Hentai,OVA,Rx - Hentai,8829
23177,Piano (TV) Specials,"Music, Slice of Life, Drama, Romance, Shoujo",Special,G - All Ages,11966
23179,Kyoukai no Rinne,"Comedy, Supernatural",Special,G - All Ages,6518
23181,Otogi Banashi: Bunbuku Chagama,Kids,Movie,G - All Ages,14229
23183,Itazura Post,Comedy,Movie,G - All Ages,13553
23185,Chamebou Kuukijuu no Maki,Comedy,Movie,G - All Ages,13765
23187,Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,Comedy,Movie,G - All Ages,13602
23189,Dekobou Shingachou: Meian no Shippai,Comedy,Movie,G - All Ages,11324
23191,Chokin no Susume,Comedy,Movie,G - All Ages,13439
23199,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,R - 17+ (violence & profanity),344
23201,Sengoku Basara: Judge End,"Action, Super Power, Martial Arts, Samurai, Historical",TV,PG-13 - Teens 13 or older,3367
23209,Sora no Method,"Drama, Fantasy, School, Slice of Life",TV,PG-13 - Teens 13 or older,1549
23213,Kantoku Fuyuki Todoki,"Comedy, Josei, Slice of Life",TV,PG-13 - Teens 13 or older,5997
23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,PG-13 - Teens 13 or older,2007
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Slice of Life, Comedy, Romance, Seinen",OVA,PG-13 - Teens 13 or older,2505
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,TV,PG-13 - Teens 13 or older,8765
23233,Shinmai Maou no Testament,"Action, Ecchi, Fantasy, Romance, Harem, Demons",TV,R+ - Mild Nudity,261
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,PG-13 - Teens 13 or older,2283
23245,Go Go Toraemon,"Comedy, Sports",OVA,Unknown,14886
23247,Oshaburi Announcer,Hentai,OVA,Rx - Hentai,6867
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Military, Sci-Fi, Space, Drama",Movie,PG-13 - Teens 13 or older,4720
23251,Gugure! Kokkuri-san,"Comedy, Supernatural, Shounen",TV,PG-13 - Teens 13 or older,970
23259,Gundam: G no Reconguista,"Action, Mecha, Sci-Fi, Space",TV,PG-13 - Teens 13 or older,3269
23265,Genroku Koi Moyou: Sankichi to Osayo,"Adventure, Romance",Movie,G - All Ages,11980
23267,Osaru no Tairyou,Slice of Life,Movie,G - All Ages,12615
23269,Hello!! Kiniro Mosaic,"Slice of Life, Comedy, School, Seinen",TV,PG-13 - Teens 13 or older,1880
23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",TV,PG-13 - Teens 13 or older,22
23275,Tsubu★Doll,Music,OVA,Unknown,8874
23277,Saenai Heroine no Sodatekata,"Harem, Comedy, Romance, Ecchi, School",TV,PG-13 - Teens 13 or older,287
23279,Gyakusatsu Kikan,"Military, Sci-Fi, Psychological",Movie,R+ - Mild Nudity,2678
23281,Psycho-Pass 2,"Action, Sci-Fi, Police, Psychological",TV,R - 17+ (violence & profanity),234
23283,Zankyou no Terror,"Mystery, Psychological, Thriller",TV,R - 17+ (violence & profanity),103
23285,Paulette no Isu,"Slice of Life, Comedy, Kids",ONA,G - All Ages,5290
23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,PG-13 - Teens 13 or older,142
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Drama, Seinen",Movie,R+ - Mild Nudity,3639
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"Action, Adventure, Comedy, Fantasy, Kids",Special,PG - Children,6187
23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Kids, Fantasy",Special,PG - Children,3412
23303,Hiroshima e no Tabi,"Drama, Historical, Slice of Life",OVA,G - All Ages,12962
23305,Shin Sei Yariman Gakuen Enkou Nikki The Animation,Hentai,OVA,Rx - Hentai,6090
23309,Rail Wars!,"Action, Harem, Police, Ecchi",TV,R+ - Mild Nudity,892
23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,R - 17+ (violence & profanity),1222
23313,Zettai Zetsumei Dangerous Jiisan,"Comedy, Kids",TV,G - All Ages,14246
23315,Zettai Zetsumei Dangerous Jiisan Special-ban,"Comedy, Kids",Special,G - All Ages,15316
23317,Kuroshitsuji: Book of Murder,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",OVA,R - 17+ (violence & profanity),822
23319,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi",OVA,PG-13 - Teens 13 or older,2731
23321,Log Horizon 2nd Season,"Action, Game, Adventure, Magic, Fantasy",TV,PG-13 - Teens 13 or older,245
23325,Shirogane no Ishi: Argevollen,"Action, Mecha",TV,R - 17+ (violence & profanity),2525
23327,Space☆Dandy 2nd Season,"Space, Comedy, Sci-Fi",TV,PG-13 - Teens 13 or older,1132
23333,DRAMAtical Murder,"Action, Sci-Fi, Super Power, Psychological",TV,PG-13 - Teens 13 or older,1073
23341,Yoku Wakaru Mahouka!,"Comedy, Magic",ONA,PG-13 - Teens 13 or older,3368
23343,Futari no Oujisama,"Fantasy, Slice of Life",Movie,G - All Ages,13937
23345,Yukiguni no Oujisama,Slice of Life,Movie,G - All Ages,14246
23347,Gan to Gon,"Comedy, Kids",TV,G - All Ages,13583
23349,Kirin Monoshiri Yakata,Kids,TV,PG - Children,12523
23351,Youkaiden Nekome Kozou,"Adventure, Horror, Psychological, Seinen, Supernatural",TV,G - All Ages,11864
23353,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,"Action, Drama, Seinen",OVA,R - 17+ (violence & profanity),14071
23359,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,"Action, Comedy, Military",Special,PG-13 - Teens 13 or older,4228
23361,Bakuman. 3rd Season Specials,Comedy,Special,PG-13 - Teens 13 or older,4297
23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"Comedy, Romance",Special,PG-13 - Teens 13 or older,5612
23365,By Your Side,Music,Music,PG - Children,10178
23367,Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",Special,PG-13 - Teens 13 or older,8981
23369,Bakuman. 2nd Season Special,Comedy,Special,PG-13 - Teens 13 or older,4403
23375,Minarai Diva,Music,TV,G - All Ages,9596
23383,D-Frag!*,"Comedy, Seinen",OVA,PG-13 - Teens 13 or older,2175
23385,Kyoukai no Kanata: Shinonome,"Fantasy, Slice of Life, Supernatural",Special,PG-13 - Teens 13 or older,1451
23387,Master of Torque,"Action, Sci-Fi",ONA,G - All Ages,10024
23393,Shin Don Chuck Monogatari,"Adventure, Kids, Slice of Life",TV,G - All Ages,12834
23399,Minami no Shima no Dera-chan,"Comedy, Slice of Life",Movie,PG-13 - Teens 13 or older,3748
23401,Tobacco wa Dasai,"School, Slice of Life",ONA,PG-13 - Teens 13 or older,12114
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural",ONA,PG-13 - Teens 13 or older,4737
23407,Toki: Kono Hoshi no Mirai wo Mitsumete,"Historical, Drama",Special,G - All Ages,15287
23409,Duel Masters VS,"Action, Adventure, Comedy, Shounen",TV,PG-13 - Teens 13 or older,10679
23421,Re:␣Hamatora,"Mystery, Comedy, Super Power, Drama",TV,R - 17+ (violence & profanity),1060
23423,Mujaki no Rakuen,"Comedy, Ecchi, Romance, School, Seinen",OVA,R+ - Mild Nudity,3515
23425,Karneval Specials,"Comedy, Josei",Special,PG-13 - Teens 13 or older,5324
23427,Oneechan ga Kita: Hajimete no… Kitaa!,"Slice of Life, Comedy",Special,PG-13 - Teens 13 or older,3569
23433,Shin Strange+,"Slice of Life, Comedy, Josei",TV,PG-13 - Teens 13 or older,4478
23439,Toki wa Meguru: Tokyo Station,Slice of Life,ONA,G - All Ages,6849
23441,Love Stage!!: Chotto ja Nakutte,"Comedy, Romance, Shounen Ai",OVA,PG-13 - Teens 13 or older,2290
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,PG-13 - Teens 13 or older,2589
23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,"Action, Comedy, Fantasy",Special,PG-13 - Teens 13 or older,3907
23475,Saimin Jutsu Zero Special,Hentai,Special,Rx - Hentai,8828
23477,Kakushi Dere Special,Hentai,Special,Rx - Hentai,7948
23479,Itadaki! Seieki♥ Special,Hentai,Special,Rx - Hentai,3734
23483,Decorator,Music,Music,G - All Ages,9180
23487,Witch Craft Works Specials,"Magic, Comedy",Special,PG-13 - Teens 13 or older,4735
23499,Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen",ONA,PG-13 - Teens 13 or older,8610
23511,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,"Action, Game, Comedy, Kids",TV,PG-13 - Teens 13 or older,13098
23515,Otsuki-sama to Oujo,Fantasy,OVA,G - All Ages,13850
23517,Calligraffiti,"Dementia, Music",Movie,G - All Ages,11915
23519,Enbi,Hentai,OVA,Rx - Hentai,7350
23523,Aterui,"Action, Fantasy, Historical",Movie,G - All Ages,13203
23537,Two Down Full Base,"Sports, Kids",Special,PG - Children,15246
23539,Gudetama,"Comedy, Kids",TV,G - All Ages,5102
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"Comedy, Slice of Life",TV,PG-13 - Teens 13 or older,4721
23555,Neko no Dayan,"Kids, Magic",TV,G - All Ages,12165
23569,Kagirinaki Rakuen,Slice of Life,Movie,G - All Ages,14243
23575,Ikkyuu-san: Ooabare Yancha-hime,"Comedy, Historical, Kids",Special,G - All Ages,14710
23579,12-sai.,"Romance, School, Shoujo",OVA,PG - Children,4648
23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,G - All Ages,11205
23583,Akage no Anne Specials,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,G - All Ages,10800
23585,Haha wo Tazunete Sanzenri Specials,"Adventure, Drama, Slice of Life",Special,G - All Ages,12913
23587,The iDOLM@STER Cinderella Girls,"Comedy, Drama, Music",TV,PG-13 - Teens 13 or older,1944
23593,Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,"Drama, Slice of Life",OVA,PG-13 - Teens 13 or older,15279
23595,Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner,"Sci-Fi, Space, Comedy",Special,PG-13 - Teens 13 or older,10979
23597,Legend of Basara: Shinbashi Theater,Comedy,Special,G - All Ages,12713
23605,Ninja Slayer From Animation,Action,ONA,R - 17+ (violence & profanity),2621
23607,Gaki Deka,"Comedy, Ecchi, Kids, Parody, Shounen",TV,PG - Children,14266
23609,Gaki Deka (OVA),"Comedy, Ecchi, Kids, Parody, Shounen",OVA,PG - Children,14917
23611,Bunna yo Ki kara Orite Koi,"Adventure, Kids",Movie,PG - Children,15658
23613,Kakkun Cafe,"Comedy, Parody, Slice of Life",Movie,G - All Ages,15092
23615,Eiyuu Banka Koushi-den,"Adventure, Drama, Historical, Romance",OVA,R - 17+ (violence & profanity),12474
23617,Sore Ike! Anpanman: Ringo Boy to Minna no Negai,"Kids, Fantasy, Comedy",Movie,PG - Children,14830
23619,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",OVA,PG-13 - Teens 13 or older,3041
23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai","Romance, Slice of Life",ONA,G - All Ages,12516
23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,PG-13 - Teens 13 or older,1037
23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,"Comedy, Parody",Special,PG-13 - Teens 13 or older,6665
23633,Poppoya-san: Nonki Ekichou,Kids,Movie,G - All Ages,14903
23635,Poppoya-san: Nonki Kikanshi,Kids,Movie,G - All Ages,15237
23637,Kobito to Ao Mushi,"Kids, Music",Movie,G - All Ages,14784
23639,Kappa Kawatarou,"Kids, Supernatural",Movie,G - All Ages,13577
23641,Ukare Violin,"Fantasy, Kids",Movie,G - All Ages,15030
23643,Nezumi no Yomeiri,"Kids, Fantasy",Movie,G - All Ages,14211
23645,Ookami to Nanahiki no Ko Yagi,"Fantasy, Kids",OVA,PG - Children,15762
23647,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,"Comedy, Kids, Martial Arts, Slice of Life",Movie,G - All Ages,12796
23651,Hanawa Hekonai Kappa Matsuri,"Kids, Comedy",Movie,G - All Ages,14359
23659,Hi no Tori: Hagoromo-hen,Drama,Movie,G - All Ages,12599
23661,Glass no Chikyuu wo Sukue Unico Special,"Kids, Fantasy",Movie,G - All Ages,12834
23665,Renai Fuyou Gakuha The Animation,Hentai,OVA,Rx - Hentai,6595
23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,PG-13 - Teens 13 or older,402
23675,Hi no Tori: Kizuna-hen,"Fantasy, Kids",Special,G - All Ages,13008
23677,Manga Edo Erobanashi,"Comedy, Hentai, Historical",OVA,Rx - Hentai,12662
23679,Strange+ Special,"Slice of Life, Comedy, Josei",Special,PG-13 - Teens 13 or older,8765
23697,Kara no Kyoukai: Manner Movies,"Action, Comedy",Movie,G - All Ages,4913
23699,Kumo ni Noru,"Action, Seinen",OVA,R+ - Mild Nudity,13337
23701,Toradora! Recap,"Slice of Life, Comedy, Romance, School",OVA,PG-13 - Teens 13 or older,2213
23703,Gatchaman Crowds: Embrace,"Adventure, Sci-Fi",Special,PG-13 - Teens 13 or older,4085
23707,Sabaku no Kuni no Oujosama,"Adventure, Fantasy",OVA,G - All Ages,14270
23709,Hana to Shounen,Fantasy,OVA,G - All Ages,15616
23711,Kakumei no Wakaki Sora,"Drama, Historical",OVA,G - All Ages,11752
23713,Nagareboshi no Okurimono,"Fantasy, Kids",OVA,G - All Ages,16500
23719,Rennyuu Tales The Animation,Hentai,OVA,Rx - Hentai,7296
23721,Carino Coni,"Fantasy, Kids",TV,PG - Children,13867
23723,Teppen,"Action, Comedy",OVA,R - 17+ (violence & profanity),13952
23725,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,R+ - Mild Nudity,3593
23727,Kansuke-san to Fushigi na Jitensha,"Fantasy, Kids",Movie,G - All Ages,16151
23729,Minna Tomodachi,"Comedy, Fantasy, Kids",OVA,G - All Ages,16781
23731,"Boku datte, Kirei ni Shitainda",Kids,OVA,G - All Ages,15721
23733,KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,"Slice of Life, Comedy",ONA,PG-13 - Teens 13 or older,13424
23735,Kenzen Robo Daimidaler Specials,"Ecchi, Comedy, Mecha, Seinen",Special,R+ - Mild Nudity,5784
23737,Neko Pitcher,"Comedy, Sports, Kids",TV,G - All Ages,12190
23739,Peter Pan no Bouken Specials,"Adventure, Fantasy",Special,G - All Ages,13418
23741,Wakakusa Monogatari: Nan to Jo-sensei Specials,"Drama, Historical, School, Slice of Life",Special,G - All Ages,12721
23753,Kishin Houkou Demonbane (TV) Specials,"Magic, Mecha, Sci-Fi, Supernatural",Special,PG-13 - Teens 13 or older,10343
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,PG-13 - Teens 13 or older,27
23759,Oira no Ski,"Comedy, Sports",Movie,G - All Ages,11326
23761,Konna ni Yasashiku Sareta no,Hentai,OVA,Rx - Hentai,7911
23763,Manga Aesop Monogatari,"Adventure, Fantasy, Kids",Movie,PG - Children,14201
23765,Yamiyo no Jidaigeki,"Historical, Horror",Special,G - All Ages,13853
23767,Yamiyo no Jidaigeki (OVA),"Historical, Horror",OVA,G - All Ages,14545
23769,Toppuku Kyousou Kyoku,"Comedy, Shounen",OVA,PG-13 - Teens 13 or older,15118
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,R - 17+ (violence & profanity),1674
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Super Power, Drama, Fantasy, Shounen",Movie,R - 17+ (violence & profanity),1679
23779,Akuma to Himegimi,"Comedy, Shoujo",Movie,PG-13 - Teens 13 or older,13152
23781,Blade & Soul Specials,Comedy,Special,PG-13 - Teens 13 or older,5514
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,PG-13 - Teens 13 or older,4802
